activation,branch,role,label,truth,question,answer,text,rel_rank
-0.21576285362243652,0,base,1,1,"Consider the following example: ‘‘‘The student forgot to do her assignment.’’’ Choice 1: She made up an excuse to tell the teacher. Choice 2: The teacher promoted her to the next grade. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The student forgot to do her assignment.’’’ Choice 1: She made up an excuse to tell the teacher. Choice 2: The teacher promoted her to the next grade. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.24849699398797595
-0.21385271847248077,0,base,0,0,"Consider the following example: ‘‘‘The boy had trouble buttoning his shirt.’’’ Choice 1: He refused to wear the shirt. Choice 2: He asked his mother for help. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The boy had trouble buttoning his shirt.’’’ Choice 1: He refused to wear the shirt. Choice 2: He asked his mother for help. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.250501002004008
-0.212803915143013,1,cf,1,0,"Consider the following example: ‘‘‘The pair of students came under scrutiny by the teacher.’’’ Choice 1: The students both received excellent grades. Choice 2: Their responses on the assignment were identical. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The pair of students came under scrutiny by the teacher.’’’ Choice 1: The students both received excellent grades. Choice 2: Their responses on the assignment were identical. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.25250501002004005
-0.21271955966949463,1,cf,0,1,"Consider the following example: ‘‘‘The woman tolerated her friend's difficult behavior.’’’ Choice 1: The woman knew her friend was going through a hard time. Choice 2: The woman felt that her friend took advantage of her kindness. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The woman tolerated her friend's difficult behavior.’’’ Choice 1: The woman knew her friend was going through a hard time. Choice 2: The woman felt that her friend took advantage of her kindness. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.2545090180360721
-0.21269437670707703,0,base,0,0,"Consider the following example: ‘‘‘The man woke up with a toothache.’’’ Choice 1: He missed an appointment with the dentist. Choice 2: He made an appointment with the dentist. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The man woke up with a toothache.’’’ Choice 1: He missed an appointment with the dentist. Choice 2: He made an appointment with the dentist. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.2565130260521042
-0.2039974480867386,0,base,1,1,"Consider the following example: ‘‘‘The retail shop shut down.’’’ Choice 1: Its sales were lagging. Choice 2: It renewed its lease. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The retail shop shut down.’’’ Choice 1: Its sales were lagging. Choice 2: It renewed its lease. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.25851703406813625
-0.2017708718776703,1,cf,1,0,"Consider the following example: ‘‘‘The man turned on the faucet.’’’ Choice 1: The toilet filled with water. Choice 2: Water flowed from the spout. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The man turned on the faucet.’’’ Choice 1: The toilet filled with water. Choice 2: Water flowed from the spout. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.2605210420841683
-0.1977185755968094,1,cf,1,0,"Consider the following example: ‘‘‘The woman's purse was missing.’’’ Choice 1: It contained a lot of junk. Choice 2: She left it unsupervised. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The woman's purse was missing.’’’ Choice 1: It contained a lot of junk. Choice 2: She left it unsupervised. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.2625250501002004
-0.19473415613174438,0,base,1,1,"Consider the following example: ‘‘‘The pharmaceutical company recalled the drug.’’’ Choice 1: Users reported dangerous side effects. Choice 2: Users got refills on their prescriptions. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The pharmaceutical company recalled the drug.’’’ Choice 1: Users reported dangerous side effects. Choice 2: Users got refills on their prescriptions. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.26452905811623245
-0.19348618388175964,0,base,1,1,"Consider the following example: ‘‘‘The grape juice fermented.’’’ Choice 1: The juice turned to wine. Choice 2: The juice evaporated. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The grape juice fermented.’’’ Choice 1: The juice turned to wine. Choice 2: The juice evaporated. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.2665330661322645
-0.18706393241882324,1,cf,0,1,"Consider the following example: ‘‘‘The bureau drawers were cluttered.’’’ Choice 1: I threw away unnecessary contents. Choice 2: I locked the drawers shut. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The bureau drawers were cluttered.’’’ Choice 1: I threw away unnecessary contents. Choice 2: I locked the drawers shut. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.2685370741482966
-0.18700231611728668,0,base,1,1,"Consider the following example: ‘‘‘The car stopped at the crosswalk.’’’ Choice 1: The pedestrian crossed the road. Choice 2: The pedestrian waited on the sidewalk. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The car stopped at the crosswalk.’’’ Choice 1: The pedestrian crossed the road. Choice 2: The pedestrian waited on the sidewalk. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.27054108216432865
-0.18692941963672638,1,cf,0,1,"Consider the following example: ‘‘‘The player caught the ball.’’’ Choice 1: Her teammate threw it to her. Choice 2: Her opponent tried to intercept it. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The player caught the ball.’’’ Choice 1: Her teammate threw it to her. Choice 2: Her opponent tried to intercept it. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.2725450901803607
-0.18633051216602325,1,cf,0,1,"Consider the following example: ‘‘‘The balloon expanded.’’’ Choice 1: I blew into it. Choice 2: I pricked it. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The balloon expanded.’’’ Choice 1: I blew into it. Choice 2: I pricked it. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.2745490981963928
-0.1807819902896881,1,cf,0,1,"Consider the following example: ‘‘‘I drank from the water fountain.’’’ Choice 1: I was thirsty. Choice 2: I felt nauseous. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘I drank from the water fountain.’’’ Choice 1: I was thirsty. Choice 2: I felt nauseous. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.27655310621242485
-0.1807151734828949,0,base,1,1,"Consider the following example: ‘‘‘The girl was angry with her friend.’’’ Choice 1: The girl spread a rumor about her friend. Choice 2: The girl told a secret to her friend. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The girl was angry with her friend.’’’ Choice 1: The girl spread a rumor about her friend. Choice 2: The girl told a secret to her friend. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.2785571142284569
-0.18071462213993073,0,base,1,1,"Consider the following example: ‘‘‘The archeologist dug up the site.’’’ Choice 1: She excavated ancient artifacts. Choice 2: She read about the site's history. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The archeologist dug up the site.’’’ Choice 1: She excavated ancient artifacts. Choice 2: She read about the site's history. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.280561122244489
-0.17890812456607819,0,base,0,0,"Consider the following example: ‘‘‘The man threw his empty can onto the street.’’’ Choice 1: He was jumped from behind. Choice 2: He was fined for littering. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The man threw his empty can onto the street.’’’ Choice 1: He was jumped from behind. Choice 2: He was fined for littering. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.28256513026052105
-0.17540451884269714,0,base,0,0,"Consider the following example: ‘‘‘I approached the man.’’’ Choice 1: He looked busy. Choice 2: He looked familiar. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘I approached the man.’’’ Choice 1: He looked busy. Choice 2: He looked familiar. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.2845691382765531
-0.1745905578136444,1,cf,1,0,"Consider the following example: ‘‘‘The shirt shrunk.’’’ Choice 1: I poured bleach on it. Choice 2: I put it in the dryer. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The shirt shrunk.’’’ Choice 1: I poured bleach on it. Choice 2: I put it in the dryer. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.2865731462925852
-0.1739426553249359,0,base,0,0,"Consider the following example: ‘‘‘I tidied up my house.’’’ Choice 1: I was swamped with work. Choice 2: I was expecting company. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘I tidied up my house.’’’ Choice 1: I was swamped with work. Choice 2: I was expecting company. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.28857715430861725
-0.17386068403720856,0,base,0,0,"Consider the following example: ‘‘‘The man had an attack of conscience.’’’ Choice 1: He manipulated his friend. Choice 2: He admitted his indiscretion. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The man had an attack of conscience.’’’ Choice 1: He manipulated his friend. Choice 2: He admitted his indiscretion. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.2905811623246493
-0.1717955768108368,1,cf,1,0,"Consider the following example: ‘‘‘A burglar broke into the house.’’’ Choice 1: The homeowners were asleep. Choice 2: The security alarm went off. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘A burglar broke into the house.’’’ Choice 1: The homeowners were asleep. Choice 2: The security alarm went off. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.2925851703406814
-0.16979707777500153,0,base,1,1,"Consider the following example: ‘‘‘The woman gave the man her phone number.’’’ Choice 1: She was attracted to him. Choice 2: She was repulsed by him. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The woman gave the man her phone number.’’’ Choice 1: She was attracted to him. Choice 2: She was repulsed by him. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.29458917835671344
-0.1680922955274582,0,base,0,0,"Consider the following example: ‘‘‘I pushed the pendulum.’’’ Choice 1: It slowed to a stop. Choice 2: It swung back and forth. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘I pushed the pendulum.’’’ Choice 1: It slowed to a stop. Choice 2: It swung back and forth. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.2965931863727455
-0.16460278630256653,1,cf,1,0,"Consider the following example: ‘‘‘The woman felt ashamed of scar on her face.’’’ Choice 1: She explained the scar to strangers. Choice 2: She hid the scar with makeup. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The woman felt ashamed of scar on her face.’’’ Choice 1: She explained the scar to strangers. Choice 2: She hid the scar with makeup. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.2985971943887776
-0.16193923354148865,0,base,1,1,"Consider the following example: ‘‘‘The offender violated parole.’’’ Choice 1: She was sent back to jail. Choice 2: She stole money from a church. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The offender violated parole.’’’ Choice 1: She was sent back to jail. Choice 2: She stole money from a church. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.30060120240480964
-0.15927481651306152,1,cf,1,0,"Consider the following example: ‘‘‘The girl refused to eat her vegetables.’’’ Choice 1: Her father told her to drink her milk. Choice 2: Her father took away her dessert. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The girl refused to eat her vegetables.’’’ Choice 1: Her father told her to drink her milk. Choice 2: Her father took away her dessert. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.3026052104208417
-0.15847405791282654,0,base,0,0,"Consider the following example: ‘‘‘The parents left their children with a babysitter.’’’ Choice 1: Their youngest child started attending preschool. Choice 2: They made plans to celebrate their anniversary. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The parents left their children with a babysitter.’’’ Choice 1: Their youngest child started attending preschool. Choice 2: They made plans to celebrate their anniversary. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.3046092184368738
-0.1571834832429886,0,base,1,1,"Consider the following example: ‘‘‘The woman had an infection.’’’ Choice 1: She took antibiotics. Choice 2: She washed her hands. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The woman had an infection.’’’ Choice 1: She took antibiotics. Choice 2: She washed her hands. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.3066132264529058
-0.15545910596847534,0,base,1,1,"Consider the following example: ‘‘‘The man fell unconscious.’’’ Choice 1: The assailant struck the man in the head. Choice 2: The assailant took the man's wallet. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The man fell unconscious.’’’ Choice 1: The assailant struck the man in the head. Choice 2: The assailant took the man's wallet. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.30861723446893785
-0.15536756813526154,0,base,0,0,"Consider the following example: ‘‘‘The boaters set off a flare.’’’ Choice 1: Their boat drifted to shore. Choice 2: Their boat was rescued. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The boaters set off a flare.’’’ Choice 1: Their boat drifted to shore. Choice 2: Their boat was rescued. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.3106212424849699
-0.15450868010520935,1,cf,1,0,"Consider the following example: ‘‘‘The man threw out the bread.’’’ Choice 1: It was fresh. Choice 2: It was stale. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The man threw out the bread.’’’ Choice 1: It was fresh. Choice 2: It was stale. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.312625250501002
-0.15192489326000214,1,cf,1,0,"Consider the following example: ‘‘‘I put rubber gloves on.’’’ Choice 1: I was preparing to wash my hands. Choice 2: I was preparing to clean the bathroom. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘I put rubber gloves on.’’’ Choice 1: I was preparing to wash my hands. Choice 2: I was preparing to clean the bathroom. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.31462925851703405
-0.14989393949508667,1,cf,0,1,"Consider the following example: ‘‘‘My knees buckled on the stairs.’’’ Choice 1: I caught myself on the railing. Choice 2: The railing came loose from the wall. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘My knees buckled on the stairs.’’’ Choice 1: I caught myself on the railing. Choice 2: The railing came loose from the wall. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.3166332665330661
-0.1497061848640442,1,cf,1,0,"Consider the following example: ‘‘‘The water in the teapot started to boil.’’’ Choice 1: The teapot cooled. Choice 2: The teapot whistled. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The water in the teapot started to boil.’’’ Choice 1: The teapot cooled. Choice 2: The teapot whistled. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.3186372745490982
-0.14662222564220428,1,cf,1,0,"Consider the following example: ‘‘‘My stomach hurt.’’’ Choice 1: I jogged on the treadmill. Choice 2: I ate birthday cake. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘My stomach hurt.’’’ Choice 1: I jogged on the treadmill. Choice 2: I ate birthday cake. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.32064128256513025
-0.14094427227973938,1,cf,0,1,"Consider the following example: ‘‘‘I put my plate in the sink.’’’ Choice 1: I finished eating. Choice 2: I skipped dinner. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘I put my plate in the sink.’’’ Choice 1: I finished eating. Choice 2: I skipped dinner. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.3226452905811623
-0.1398639678955078,0,base,1,1,"Consider the following example: ‘‘‘The girl stared at herself in the mirror.’’’ Choice 1: She felt self-conscious. Choice 2: The mirror was smudged. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The girl stared at herself in the mirror.’’’ Choice 1: She felt self-conscious. Choice 2: The mirror was smudged. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.3246492985971944
-0.1394541710615158,0,base,1,1,"Consider the following example: ‘‘‘The boy's mouth stung.’’’ Choice 1: He ate a pepper. Choice 2: He blew out the candle. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The boy's mouth stung.’’’ Choice 1: He ate a pepper. Choice 2: He blew out the candle. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.32665330661322645
-0.13856545090675354,1,cf,1,0,"Consider the following example: ‘‘‘I made a resolution to eat a healthy diet.’’’ Choice 1: I attended a yoga class. Choice 2: I bought fruits and vegetables. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘I made a resolution to eat a healthy diet.’’’ Choice 1: I attended a yoga class. Choice 2: I bought fruits and vegetables. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.3286573146292585
-0.13850611448287964,1,cf,1,0,"Consider the following example: ‘‘‘The city re-elected the mayor.’’’ Choice 1: The city cut its budget. Choice 2: The mayor fulfilled his promises. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The city re-elected the mayor.’’’ Choice 1: The city cut its budget. Choice 2: The mayor fulfilled his promises. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.3306613226452906
-0.1359684318304062,1,cf,1,0,"Consider the following example: ‘‘‘The boaters set off a flare.’’’ Choice 1: Their boat drifted to shore. Choice 2: Their boat was rescued. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The boaters set off a flare.’’’ Choice 1: Their boat drifted to shore. Choice 2: Their boat was rescued. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.33266533066132264
-0.13451683521270752,1,cf,1,0,"Consider the following example: ‘‘‘The fugitive hid from the police.’’’ Choice 1: The police dropped the case. Choice 2: The fugitive remained at large. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The fugitive hid from the police.’’’ Choice 1: The police dropped the case. Choice 2: The fugitive remained at large. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.3346693386773547
-0.13340120017528534,1,cf,1,0,"Consider the following example: ‘‘‘The woman covered her mouth with her hand.’’’ Choice 1: She exhaled. Choice 2: She sneezed. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The woman covered her mouth with her hand.’’’ Choice 1: She exhaled. Choice 2: She sneezed. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.3366733466933868
-0.1329466700553894,0,base,1,1,"Consider the following example: ‘‘‘The horse bucked.’’’ Choice 1: A fly bit the horse. Choice 2: The rider stroked the horse. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The horse bucked.’’’ Choice 1: A fly bit the horse. Choice 2: The rider stroked the horse. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.33867735470941884
-0.13215284049510956,0,base,1,1,"Consider the following example: ‘‘‘The woman's hair fell in her face.’’’ Choice 1: She pulled her hair back with a clip. Choice 2: She lathered shampoo into her hair. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The woman's hair fell in her face.’’’ Choice 1: She pulled her hair back with a clip. Choice 2: She lathered shampoo into her hair. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.3406813627254509
-0.13209319114685059,1,cf,1,0,"Consider the following example: ‘‘‘The parents recognized their daughter's creativity.’’’ Choice 1: They taught her how to ride a bike. Choice 2: They encouraged her to become an artist. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The parents recognized their daughter's creativity.’’’ Choice 1: They taught her how to ride a bike. Choice 2: They encouraged her to become an artist. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.342685370741483
-0.1305253654718399,0,base,0,0,"Consider the following example: ‘‘‘The man drank water with his meal.’’’ Choice 1: His meal was cold. Choice 2: His meal was spicy. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The man drank water with his meal.’’’ Choice 1: His meal was cold. Choice 2: His meal was spicy. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.34468937875751504
-0.1274140477180481,1,cf,0,1,"Consider the following example: ‘‘‘The farmland needed irrigation.’’’ Choice 1: A canal was constructed. Choice 2: A flood occurred. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The farmland needed irrigation.’’’ Choice 1: A canal was constructed. Choice 2: A flood occurred. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.3466933867735471
-0.12695901095867157,1,cf,0,1,"Consider the following example: ‘‘‘I received a package in the mail.’’’ Choice 1: The package triggered my curiosity. Choice 2: I took the package to the post office. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘I received a package in the mail.’’’ Choice 1: The package triggered my curiosity. Choice 2: I took the package to the post office. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.3486973947895792
-0.125052809715271,1,cf,1,0,"Consider the following example: ‘‘‘The teacher caught the student chewing gum.’’’ Choice 1: The gum stuck to the student's shoe. Choice 2: The student spit out the gum. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The teacher caught the student chewing gum.’’’ Choice 1: The gum stuck to the student's shoe. Choice 2: The student spit out the gum. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.35070140280561124
-0.12468792498111725,0,base,0,0,"Consider the following example: ‘‘‘The police eliminated the woman from the list of suspects.’’’ Choice 1: The police interrogated her. Choice 2: Her alibi checked out. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The police eliminated the woman from the list of suspects.’’’ Choice 1: The police interrogated her. Choice 2: Her alibi checked out. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.3527054108216433
-0.123166024684906,0,base,1,1,"Consider the following example: ‘‘‘The man held his breath.’’’ Choice 1: He went underwater. Choice 2: He treaded water. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The man held his breath.’’’ Choice 1: He went underwater. Choice 2: He treaded water. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.35470941883767537
-0.12310562282800674,0,base,0,0,"Consider the following example: ‘‘‘The chef pressed down on the dough.’’’ Choice 1: The dough crumbled. Choice 2: The dough flattened. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The chef pressed down on the dough.’’’ Choice 1: The dough crumbled. Choice 2: The dough flattened. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.35671342685370744
-0.12262137234210968,0,base,0,0,"Consider the following example: ‘‘‘I tipped the bottle.’’’ Choice 1: The liquid in the bottle froze. Choice 2: The liquid in the bottle poured out. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘I tipped the bottle.’’’ Choice 1: The liquid in the bottle froze. Choice 2: The liquid in the bottle poured out. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.3587174348697395
-0.1202285885810852,0,base,0,0,"Consider the following example: ‘‘‘The driver turned on the car's headlights.’’’ Choice 1: He heard thunder. Choice 2: The sun went down. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The driver turned on the car's headlights.’’’ Choice 1: He heard thunder. Choice 2: The sun went down. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.36072144288577157
-0.12010836601257324,0,base,1,1,"Consider the following example: ‘‘‘The man revealed personal information to the therapist.’’’ Choice 1: He trusted the therapist. Choice 2: He disagreed with the therapist. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The man revealed personal information to the therapist.’’’ Choice 1: He trusted the therapist. Choice 2: He disagreed with the therapist. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.3627254509018036
-0.11622687429189682,0,base,0,0,"Consider the following example: ‘‘‘The woman complimented the man.’’’ Choice 1: He sneezed. Choice 2: He blushed. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The woman complimented the man.’’’ Choice 1: He sneezed. Choice 2: He blushed. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.36472945891783565
-0.11445045471191406,0,base,0,0,"Consider the following example: ‘‘‘We found empty seats in the theatre.’’’ Choice 1: The film began. Choice 2: We sat down. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘We found empty seats in the theatre.’’’ Choice 1: The film began. Choice 2: We sat down. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.3667334669338677
-0.11003568023443222,0,base,1,1,"Consider the following example: ‘‘‘The guests of the party hid behind the couch.’’’ Choice 1: It was a surprise party. Choice 2: It was a birthday party. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The guests of the party hid behind the couch.’’’ Choice 1: It was a surprise party. Choice 2: It was a birthday party. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.3687374749498998
-0.1093902736902237,0,base,0,0,"Consider the following example: ‘‘‘I regained composure from my fit of anger.’’’ Choice 1: My heart pounded. Choice 2: I took deep breaths. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘I regained composure from my fit of anger.’’’ Choice 1: My heart pounded. Choice 2: I took deep breaths. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.37074148296593185
-0.10637550055980682,1,cf,1,0,"Consider the following example: ‘‘‘I misplaced my wallet.’’’ Choice 1: I retrieved my phone. Choice 2: I retraced my steps. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘I misplaced my wallet.’’’ Choice 1: I retrieved my phone. Choice 2: I retraced my steps. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.3727454909819639
-0.1060606837272644,0,base,0,0,"Consider the following example: ‘‘‘The computer was expensive to fix.’’’ Choice 1: I got it repaired. Choice 2: I bought a new one. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The computer was expensive to fix.’’’ Choice 1: I got it repaired. Choice 2: I bought a new one. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.374749498997996
