question,premise,choice1,choice2,kind,a1,a2,correct,gap,peak
"Consider the following example: ‘‘‘The cup of tea was scalding hot.’’’ Choice 1: I blew on it. Choice 2: I poured it out. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The cup of tea was scalding hot.,I blew on it.,I poured it out.,effect,0.08990511298179626,-0.3260982036590576,1,0.4160033166408539,0.3260982036590576
"Consider the following example: ‘‘‘The customer came into the boutique.’’’ Choice 1: She left her wallet at home. Choice 2: The window display caught her eye. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The customer came into the boutique.,She left her wallet at home.,The window display caught her eye.,cause,-0.22172456979751587,0.24103966355323792,2,0.4627642333507538,0.24103966355323792
"Consider the following example: ‘‘‘The customer filed a complaint with the store manager.’’’ Choice 1: The sales associate undercharged the customer. Choice 2: The sales associate acted rude to the customer. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The customer filed a complaint with the store manager.,The sales associate undercharged the customer.,The sales associate acted rude to the customer.,cause,0.036955513060092926,-0.09741970896720886,2,0.1343752220273018,0.09741970896720886
"Consider the following example: ‘‘‘The detective revealed an anomaly in the case.’’’ Choice 1: He finalized his theory. Choice 2: He scrapped his theory. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The detective revealed an anomaly in the case.,He finalized his theory.,He scrapped his theory.,effect,0.16616562008857727,-0.5080096125602722,2,0.6741752326488495,0.5080096125602722
"Consider the following example: ‘‘‘The doctors amputated the patient's leg.’’’ Choice 1: It was badly bruised. Choice 2: It was severely infected. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The doctors amputated the patient's leg.,It was badly bruised.,It was severely infected.,cause,0.6464227437973022,-0.7456397414207458,2,1.392062485218048,0.7456397414207458
"Consider the following example: ‘‘‘The dog barked.’’’ Choice 1: The cat lounged on the couch. Choice 2: A knock sounded at the door. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The dog barked.,The cat lounged on the couch.,A knock sounded at the door.,cause,0.08412866294384003,-0.06243553012609482,2,0.14656419306993484,0.08412866294384003
"Consider the following example: ‘‘‘The driver got a flat tire.’’’ Choice 1: He went over the speed limit. Choice 2: He ran over a nail. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The driver got a flat tire.,He went over the speed limit.,He ran over a nail.,cause,0.6523223519325256,-0.8434405326843262,2,1.4957628846168518,0.8434405326843262
"Consider the following example: ‘‘‘The driver rotated the steering wheel.’’’ Choice 1: The car halted. Choice 2: The car turned. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The driver rotated the steering wheel.,The car halted.,The car turned.,effect,0.23296868801116943,-0.46085110306739807,2,0.6938197910785675,0.46085110306739807
"Consider the following example: ‘‘‘The driver slammed on his brakes.’’’ Choice 1: A deer appeared on the road. Choice 2: The car radio shut off. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The driver slammed on his brakes.,A deer appeared on the road.,The car radio shut off.,cause,-0.8235087394714355,1.1579244136810303,1,1.9814331531524658,1.1579244136810303
"Consider the following example: ‘‘‘The driver turned on the car's headlights.’’’ Choice 1: He heard thunder. Choice 2: The sun went down. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The driver turned on the car's headlights.,He heard thunder.,The sun went down.,cause,-0.1202285885810852,-0.03933432698249817,2,0.08089426159858704,0.1202285885810852
"Consider the following example: ‘‘‘The dust came off the desk.’’’ Choice 1: I wiped the desk with a cloth. Choice 2: I removed the books from the desk. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The dust came off the desk.,I wiped the desk with a cloth.,I removed the books from the desk.,cause,0.03274553269147873,-0.07864399999380112,1,0.11138953268527985,0.07864399999380112
"Consider the following example: ‘‘‘The egg splattered.’’’ Choice 1: I dropped it. Choice 2: I boiled it. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The egg splattered.,I dropped it.,I boiled it.,cause,-0.34021511673927307,0.223626509308815,1,0.5638416260480881,0.34021511673927307
"Consider the following example: ‘‘‘The elderly woman suffered a stroke.’’’ Choice 1: The woman's daughter came over to clean her house. Choice 2: The woman's daughter moved in to take care of her. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The elderly woman suffered a stroke.,The woman's daughter came over to clean her house.,The woman's daughter moved in to take care of her.,effect,0.4730064868927002,-0.3832557201385498,2,0.85626220703125,0.4730064868927002
"Consider the following example: ‘‘‘The farmland needed irrigation.’’’ Choice 1: A canal was constructed. Choice 2: A flood occurred. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The farmland needed irrigation.,A canal was constructed.,A flood occurred.,effect,0.044392943382263184,-0.1274140477180481,1,0.17180699110031128,0.1274140477180481
"Consider the following example: ‘‘‘The father shut off the children's television.’’’ Choice 1: It was bedtime for the children. Choice 2: The children were watching cartoons. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The father shut off the children's television.,It was bedtime for the children.,The children were watching cartoons.,cause,-0.06508927047252655,0.32258370518684387,1,0.3876729756593704,0.32258370518684387
"Consider the following example: ‘‘‘The flashlight was dead.’’’ Choice 1: I took it apart. Choice 2: I replaced the batteries. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The flashlight was dead.,I took it apart.,I replaced the batteries.,effect,0.11246302723884583,-0.3285036087036133,2,0.4409666359424591,0.3285036087036133
"Consider the following example: ‘‘‘The friends' debate dragged on interminably.’’’ Choice 1: The friends saw eye to eye. Choice 2: The friends were splitting hairs. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The friends' debate dragged on interminably.,The friends saw eye to eye.,The friends were splitting hairs.,cause,0.36135730147361755,-0.5301386713981628,2,0.8914959728717804,0.5301386713981628
"Consider the following example: ‘‘‘The fugitive hid from the police.’’’ Choice 1: The police dropped the case. Choice 2: The fugitive remained at large. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The fugitive hid from the police.,The police dropped the case.,The fugitive remained at large.,effect,-0.09621009230613708,-0.13451683521270752,2,0.038306742906570435,0.13451683521270752
"Consider the following example: ‘‘‘The gardener pulled the weeds.’’’ Choice 1: The weeds came out of the soil. Choice 2: The weeds produced seeds. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The gardener pulled the weeds.,The weeds came out of the soil.,The weeds produced seeds.,effect,-0.38370993733406067,0.33599570393562317,1,0.7197056412696838,0.38370993733406067
"Consider the following example: ‘‘‘The girl applied the scissors to the paper.’’’ Choice 1: The paper sliced apart. Choice 2: The paper crinkled. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl applied the scissors to the paper.,The paper sliced apart.,The paper crinkled.,effect,-0.6736620664596558,0.604483962059021,1,1.2781460285186768,0.6736620664596558
"Consider the following example: ‘‘‘The girl found a bug in her cereal.’’’ Choice 1: She poured milk in the bowl. Choice 2: She lost her appetite. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl found a bug in her cereal.,She poured milk in the bowl.,She lost her appetite.,effect,-0.04481975734233856,0.21988581120967865,2,0.2647055685520172,0.21988581120967865
"Consider the following example: ‘‘‘The girl found the missing puzzle piece.’’’ Choice 1: She completed the puzzle. Choice 2: She took apart the puzzle. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl found the missing puzzle piece.,She completed the puzzle.,She took apart the puzzle.,effect,-0.003458240069448948,-0.017976243048906326,1,0.014518002979457378,0.017976243048906326
"Consider the following example: ‘‘‘The girl handed down her clothes to her younger sister.’’’ Choice 1: The clothes were tattered. Choice 2: She outgrew the clothes. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The girl handed down her clothes to her younger sister.,The clothes were tattered.,She outgrew the clothes.,cause,-0.0051682740449905396,0.030433857813477516,2,0.035602131858468056,0.030433857813477516
"Consider the following example: ‘‘‘The girl met her favorite actor.’’’ Choice 1: She went to see his new film. Choice 2: She asked him for his autograph. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl met her favorite actor.,She went to see his new film.,She asked him for his autograph.,effect,-0.06430549174547195,-0.016759684309363365,2,0.04754580743610859,0.06430549174547195
"Consider the following example: ‘‘‘The girl performed in a dance recital.’’’ Choice 1: Her parents showed her how to dance. Choice 2: Her parents came to watch the recital. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl performed in a dance recital.,Her parents showed her how to dance.,Her parents came to watch the recital.,effect,-0.051955319941043854,0.046155959367752075,2,0.09811127930879593,0.051955319941043854
"Consider the following example: ‘‘‘The girl pushed her friend.’’’ Choice 1: Her friend choked. Choice 2: Her friend fell over. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl pushed her friend.,Her friend choked.,Her friend fell over.,effect,-0.23740065097808838,0.14825360476970673,2,0.3856542557477951,0.23740065097808838
"Consider the following example: ‘‘‘The girl pushed herself off the top of the slide.’’’ Choice 1: She glided down the slide. Choice 2: She crawled up the slide. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl pushed herself off the top of the slide.,She glided down the slide.,She crawled up the slide.,effect,0.019941790029406548,0.4141344130039215,1,0.39419262297451496,0.4141344130039215
"Consider the following example: ‘‘‘The girl received a trophy.’’’ Choice 1: She won a spelling bee. Choice 2: She made a new friend. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The girl received a trophy.,She won a spelling bee.,She made a new friend.,cause,-0.2915405035018921,0.5886662006378174,1,0.8802067041397095,0.5886662006378174
"Consider the following example: ‘‘‘The girl refused to eat her vegetables.’’’ Choice 1: Her father told her to drink her milk. Choice 2: Her father took away her dessert. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl refused to eat her vegetables.,Her father told her to drink her milk.,Her father took away her dessert.,effect,0.06601902097463608,-0.15927481651306152,2,0.2252938374876976,0.15927481651306152
"Consider the following example: ‘‘‘The girl shared her lunch with her friend.’’’ Choice 1: Her friend forgot to bring his lunch. Choice 2: Her friend sat next to her at lunch. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The girl shared her lunch with her friend.,Her friend forgot to bring his lunch.,Her friend sat next to her at lunch.,cause,-0.33021867275238037,0.704232931137085,1,1.0344516038894653,0.704232931137085
"Consider the following example: ‘‘‘The girl stared at herself in the mirror.’’’ Choice 1: She felt self-conscious. Choice 2: The mirror was smudged. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The girl stared at herself in the mirror.,She felt self-conscious.,The mirror was smudged.,cause,-0.1398639678955078,0.12858912348747253,1,0.26845309138298035,0.1398639678955078
"Consider the following example: ‘‘‘The girl wanted to demonstrate proper etiquette.’’’ Choice 1: She threw away her napkin after eating. Choice 2: She put her napkin on her lap before eating. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl wanted to demonstrate proper etiquette.,She threw away her napkin after eating.,She put her napkin on her lap before eating.,effect,0.02470982074737549,0.166928231716156,2,0.14221841096878052,0.166928231716156
"Consider the following example: ‘‘‘The girl wanted to wear earrings.’’’ Choice 1: She got her ears pierced. Choice 2: She got a tattoo. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl wanted to wear earrings.,She got her ears pierced.,She got a tattoo.,effect,-0.2987557351589203,0.17741572856903076,1,0.47617146372795105,0.2987557351589203
"Consider the following example: ‘‘‘The girl was angry with her friend.’’’ Choice 1: The girl spread a rumor about her friend. Choice 2: The girl told a secret to her friend. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl was angry with her friend.,The girl spread a rumor about her friend.,The girl told a secret to her friend.,effect,-0.1807151734828949,0.4562700390815735,1,0.6369852125644684,0.4562700390815735
"Consider the following example: ‘‘‘The girl went down the hill on her bike.’’’ Choice 1: Her bike swerved. Choice 2: Her bike sped up. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl went down the hill on her bike.,Her bike swerved.,Her bike sped up.,effect,-0.38670721650123596,0.2064075767993927,2,0.5931147933006287,0.38670721650123596
"Consider the following example: ‘‘‘The girl's mouth ached.’’’ Choice 1: She lost a tooth. Choice 2: She swallowed her gum. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The girl's mouth ached.,She lost a tooth.,She swallowed her gum.,cause,-0.07200799882411957,0.37482625246047974,1,0.4468342512845993,0.37482625246047974
"Consider the following example: ‘‘‘The glasses on the table spilled.’’’ Choice 1: The child drew on the table. Choice 2: The child yanked the tablecloth. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The glasses on the table spilled.,The child drew on the table.,The child yanked the tablecloth.,cause,0.1990581452846527,-0.4412793815135956,2,0.6403375267982483,0.4412793815135956
"Consider the following example: ‘‘‘The grape juice fermented.’’’ Choice 1: The juice turned to wine. Choice 2: The juice evaporated. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The grape juice fermented.,The juice turned to wine.,The juice evaporated.,effect,-0.19348618388175964,0.6428499221801758,1,0.8363361060619354,0.6428499221801758
"Consider the following example: ‘‘‘The group overlooked the woman's faux pas.’’’ Choice 1: The woman was relieved. Choice 2: The woman apologized. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The group overlooked the woman's faux pas.,The woman was relieved.,The woman apologized.,effect,-0.013213248923420906,0.06330160796642303,1,0.07651485688984394,0.06330160796642303
"Consider the following example: ‘‘‘The guests of the party hid behind the couch.’’’ Choice 1: It was a surprise party. Choice 2: It was a birthday party. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The guests of the party hid behind the couch.,It was a surprise party.,It was a birthday party.,cause,-0.11003568023443222,0.2652445435523987,1,0.3752802237868309,0.2652445435523987
"Consider the following example: ‘‘‘The homeowners disliked their nosy neighbors.’’’ Choice 1: They built a fence around their property. Choice 2: They hosted a barbeque in their backyard. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The homeowners disliked their nosy neighbors.,They built a fence around their property.,They hosted a barbeque in their backyard.,effect,-0.2789366841316223,0.5546311736106873,1,0.8335678577423096,0.5546311736106873
"Consider the following example: ‘‘‘The horse bucked.’’’ Choice 1: A fly bit the horse. Choice 2: The rider stroked the horse. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The horse bucked.,A fly bit the horse.,The rider stroked the horse.,cause,-0.1329466700553894,0.3370720148086548,1,0.4700186848640442,0.3370720148086548
"Consider the following example: ‘‘‘The hospital sent the patient home.’’’ Choice 1: The patient's symptoms cleared up. Choice 2: The patient's family visited him. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The hospital sent the patient home.,The patient's symptoms cleared up.,The patient's family visited him.,cause,-0.017227599397301674,0.2689700722694397,1,0.28619767166674137,0.2689700722694397
"Consider the following example: ‘‘‘The host cancelled the party.’’’ Choice 1: She was certain she had the flu. Choice 2: She worried she would catch the flu. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The host cancelled the party.,She was certain she had the flu.,She worried she would catch the flu.,cause,-0.04493853077292442,0.14360767602920532,1,0.18854620680212975,0.14360767602920532
"Consider the following example: ‘‘‘The host served dinner to his guests.’’’ Choice 1: His guests were gracious. Choice 2: His guests went hungry. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The host served dinner to his guests.,His guests were gracious.,His guests went hungry.,effect,-0.00969041045755148,-0.07371953129768372,1,0.06402912084013224,0.07371953129768372
"Consider the following example: ‘‘‘The jewelry thieves were caught.’’’ Choice 1: The stolen jewelry was returned to its owners. Choice 2: The cost of the stolen jewelry was calculated. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The jewelry thieves were caught.,The stolen jewelry was returned to its owners.,The cost of the stolen jewelry was calculated.,effect,0.026509789749979973,-0.026405392214655876,1,0.05291518196463585,0.026509789749979973
"Consider the following example: ‘‘‘The journalist wrote a biography about the humanitarian's life.’’’ Choice 1: The humanitarian was difficult for the journalist to interview. Choice 2: The journalist was intrigued by the humanitarian's work. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The journalist wrote a biography about the humanitarian's life.,The humanitarian was difficult for the journalist to interview.,The journalist was intrigued by the humanitarian's work.,cause,0.044285476207733154,0.10422812402248383,2,0.05994264781475067,0.10422812402248383
"Consider the following example: ‘‘‘The kidnappers released the hostage.’’’ Choice 1: They accepted ransom money. Choice 2: They escaped from jail. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The kidnappers released the hostage.,They accepted ransom money.,They escaped from jail.,cause,0.019112536683678627,-0.09037058800458908,1,0.10948312468826771,0.09037058800458908
"Consider the following example: ‘‘‘The librarian located the book in the stacks.’’’ Choice 1: I requested the librarian's help. Choice 2: The book was checked out. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The librarian located the book in the stacks.,I requested the librarian's help.,The book was checked out.,cause,0.1338454633951187,-0.2480984479188919,1,0.3819439113140106,0.2480984479188919
"Consider the following example: ‘‘‘The lock opened.’’’ Choice 1: I turned the key in the lock. Choice 2: I made a duplicate of the key. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The lock opened.,I turned the key in the lock.,I made a duplicate of the key.,cause,-0.05513584613800049,0.09456788003444672,1,0.1497037261724472,0.09456788003444672
"Consider the following example: ‘‘‘The man became disabled.’’’ Choice 1: His family offered him financial support. Choice 2: His family cut off contact with him. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man became disabled.,His family offered him financial support.,His family cut off contact with him.,effect,0.41136762499809265,-0.48408937454223633,1,0.895456999540329,0.48408937454223633
"Consider the following example: ‘‘‘The man confessed his love for the woman.’’’ Choice 1: The woman rejected him. Choice 2: The woman envied him. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man confessed his love for the woman.,The woman rejected him.,The woman envied him.,effect,-0.5831600427627563,0.6906446814537048,1,1.2738047242164612,0.6906446814537048
"Consider the following example: ‘‘‘The man craved a cigarette.’’’ Choice 1: His family urged him to quit smoking. Choice 2: He was addicted to nicotine. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man craved a cigarette.,His family urged him to quit smoking.,He was addicted to nicotine.,cause,0.5527095794677734,-0.7261995673179626,2,1.278909146785736,0.7261995673179626
"Consider the following example: ‘‘‘The man drank water with his meal.’’’ Choice 1: His meal was cold. Choice 2: His meal was spicy. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man drank water with his meal.,His meal was cold.,His meal was spicy.,cause,-0.1305253654718399,0.30265265703201294,2,0.43317802250385284,0.30265265703201294
"Consider the following example: ‘‘‘The man dressed in his best suit.’’’ Choice 1: He scheduled a meeting with an important client. Choice 2: His wife bought him a new tie. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man dressed in his best suit.,He scheduled a meeting with an important client.,His wife bought him a new tie.,cause,-0.2258097529411316,0.13499847054481506,1,0.36080822348594666,0.2258097529411316
"Consider the following example: ‘‘‘The man fainted.’’’ Choice 1: He took a nap. Choice 2: He ran a marathon. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man fainted.,He took a nap.,He ran a marathon.,cause,-0.006518654525279999,0.2286742776632309,2,0.2351929321885109,0.2286742776632309
"Consider the following example: ‘‘‘The man fell unconscious.’’’ Choice 1: The assailant struck the man in the head. Choice 2: The assailant took the man's wallet. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man fell unconscious.,The assailant struck the man in the head.,The assailant took the man's wallet.,cause,-0.15545910596847534,0.14337262511253357,1,0.2988317310810089,0.15545910596847534
"Consider the following example: ‘‘‘The man got a discount on his groceries.’’’ Choice 1: He greeted the cashier. Choice 2: He used a coupon. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man got a discount on his groceries.,He greeted the cashier.,He used a coupon.,cause,0.14836373925209045,-0.5747049450874329,2,0.7230686843395233,0.5747049450874329
"Consider the following example: ‘‘‘The man had an attack of conscience.’’’ Choice 1: He manipulated his friend. Choice 2: He admitted his indiscretion. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man had an attack of conscience.,He manipulated his friend.,He admitted his indiscretion.,effect,-0.17386068403720856,-0.06616436690092087,2,0.10769631713628769,0.17386068403720856
"Consider the following example: ‘‘‘The man held his breath.’’’ Choice 1: He went underwater. Choice 2: He treaded water. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man held his breath.,He went underwater.,He treaded water.,cause,-0.123166024684906,0.1828630417585373,1,0.3060290664434433,0.1828630417585373
"Consider the following example: ‘‘‘The man read the cartoon in the newspaper.’’’ Choice 1: He sipped coffee. Choice 2: He chuckled. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man read the cartoon in the newspaper.,He sipped coffee.,He chuckled.,effect,0.13348916172981262,-0.02486446499824524,2,0.15835362672805786,0.13348916172981262
"Consider the following example: ‘‘‘The man revealed personal information to the therapist.’’’ Choice 1: He trusted the therapist. Choice 2: He disagreed with the therapist. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man revealed personal information to the therapist.,He trusted the therapist.,He disagreed with the therapist.,cause,-0.12010836601257324,0.3170047402381897,1,0.43711310625076294,0.3170047402381897
"Consider the following example: ‘‘‘The man threw his empty can onto the street.’’’ Choice 1: He was jumped from behind. Choice 2: He was fined for littering. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man threw his empty can onto the street.,He was jumped from behind.,He was fined for littering.,effect,-0.17890812456607819,-0.34742027521133423,2,0.16851215064525604,0.34742027521133423
"Consider the following example: ‘‘‘The man threw out the bread.’’’ Choice 1: It was fresh. Choice 2: It was stale. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man threw out the bread.,It was fresh.,It was stale.,cause,0.3076551556587219,-0.15450868010520935,2,0.4621638357639313,0.3076551556587219
"Consider the following example: ‘‘‘The man took a shower.’’’ Choice 1: He was sweaty from working out. Choice 2: He opened a new bar of soap. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man took a shower.,He was sweaty from working out.,He opened a new bar of soap.,cause,-0.41770532727241516,0.688315749168396,1,1.1060210764408112,0.688315749168396
"Consider the following example: ‘‘‘The man turned on the faucet.’’’ Choice 1: The toilet filled with water. Choice 2: Water flowed from the spout. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man turned on the faucet.,The toilet filled with water.,Water flowed from the spout.,effect,-0.05883442610502243,-0.2017708718776703,2,0.14293644577264786,0.2017708718776703
"Consider the following example: ‘‘‘The man urgently leaped out of bed.’’’ Choice 1: He wanted to shut off the alarm clock. Choice 2: He wanted to iron his pants before work. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man urgently leaped out of bed.,He wanted to shut off the alarm clock.,He wanted to iron his pants before work.,cause,-0.35058724880218506,0.5597138404846191,1,0.9103010892868042,0.5597138404846191
"Consider the following example: ‘‘‘The man wanted to get revenge on his enemy.’’’ Choice 1: The man framed his enemy for a crime. Choice 2: The man declared a truce with his enemy. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man wanted to get revenge on his enemy.,The man framed his enemy for a crime.,The man declared a truce with his enemy.,effect,-0.6521044969558716,0.4214075803756714,1,1.073512077331543,0.6521044969558716
"Consider the following example: ‘‘‘The man was lost.’’’ Choice 1: He asked for directions. Choice 2: He drew a map. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man was lost.,He asked for directions.,He drew a map.,effect,-0.23249442875385284,0.1805504858493805,1,0.41304491460323334,0.23249442875385284
"Consider the following example: ‘‘‘The man went away for the weekend.’’’ Choice 1: He wanted to relax. Choice 2: He felt content. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man went away for the weekend.,He wanted to relax.,He felt content.,cause,-0.24847060441970825,0.2804112136363983,1,0.5288818180561066,0.2804112136363983
"Consider the following example: ‘‘‘The man went into denial about the tragedy.’’’ Choice 1: He got over it easily. Choice 2: He refused to talk about it. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man went into denial about the tragedy.,He got over it easily.,He refused to talk about it.,effect,0.40217870473861694,-0.5741744041442871,2,0.976353108882904,0.5741744041442871
"Consider the following example: ‘‘‘The man woke up with a toothache.’’’ Choice 1: He missed an appointment with the dentist. Choice 2: He made an appointment with the dentist. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man woke up with a toothache.,He missed an appointment with the dentist.,He made an appointment with the dentist.,effect,-0.21269437670707703,0.19918882846832275,2,0.4118832051753998,0.21269437670707703
"Consider the following example: ‘‘‘The man won the lottery.’’’ Choice 1: He became rich. Choice 2: He owed money. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man won the lottery.,He became rich.,He owed money.,effect,-0.3508150279521942,0.25107482075691223,1,0.6018898487091064,0.3508150279521942
"Consider the following example: ‘‘‘The man's clothes fit loosely.’’’ Choice 1: He bought them on sale. Choice 2: He lost weight. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man's clothes fit loosely.,He bought them on sale.,He lost weight.,cause,0.5431495904922485,-0.6666592359542847,2,1.2098088264465332,0.6666592359542847
"Consider the following example: ‘‘‘The man's pocket jingled as he walked.’’’ Choice 1: His pocket was filled with coins. Choice 2: He sewed the hole in his pocket. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man's pocket jingled as he walked.,His pocket was filled with coins.,He sewed the hole in his pocket.,cause,-0.0745917484164238,0.1648009717464447,1,0.2393927201628685,0.1648009717464447
"Consider the following example: ‘‘‘The man's watch was broken.’’’ Choice 1: He waited at the bus stop. Choice 2: He asked a stranger for the time. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man's watch was broken.,He waited at the bus stop.,He asked a stranger for the time.,effect,0.09552870690822601,-0.08102218806743622,2,0.17655089497566223,0.09552870690822601
"Consider the following example: ‘‘‘The milk stayed cold.’’’ Choice 1: It was pasteurized. Choice 2: I stored it in the refrigerator. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The milk stayed cold.,It was pasteurized.,I stored it in the refrigerator.,cause,0.3183974027633667,-0.3214777708053589,2,0.6398751735687256,0.3214777708053589
"Consider the following example: ‘‘‘The mother called an ambulance.’’’ Choice 1: Her son lost his cat. Choice 2: Her son fell out of his bed. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The mother called an ambulance.,Her son lost his cat.,Her son fell out of his bed.,cause,0.1295686811208725,-0.09944649785757065,2,0.22901517897844315,0.1295686811208725
"Consider the following example: ‘‘‘The mother scolded her daughter.’’’ Choice 1: Her daughter burped at the kitchen table. Choice 2: Her daughter set the kitchen table. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The mother scolded her daughter.,Her daughter burped at the kitchen table.,Her daughter set the kitchen table.,cause,-0.4189046621322632,0.41513919830322266,1,0.8340438604354858,0.4189046621322632
"Consider the following example: ‘‘‘The mother suspected that her son was lying.’’’ Choice 1: He refused to talk to her. Choice 2: He avoided making eye contact with her. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The mother suspected that her son was lying.,He refused to talk to her.,He avoided making eye contact with her.,cause,-0.055224306881427765,0.08419620990753174,2,0.1394205167889595,0.08419620990753174
"Consider the following example: ‘‘‘The motorcyclist twisted the throttle.’’’ Choice 1: The motorcycle coasted to a halt. Choice 2: The motorcycle shot forward. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The motorcyclist twisted the throttle.,The motorcycle coasted to a halt.,The motorcycle shot forward.,effect,0.3587256371974945,-0.4436590075492859,2,0.8023846447467804,0.4436590075492859
"Consider the following example: ‘‘‘The ocean tide was dangerous.’’’ Choice 1: The swimmers put on more sunscreen. Choice 2: The swimmers returned towards the shore. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The ocean tide was dangerous.,The swimmers put on more sunscreen.,The swimmers returned towards the shore.,effect,0.4161837697029114,-0.2338913232088089,2,0.6500750929117203,0.4161837697029114
"Consider the following example: ‘‘‘The offender violated parole.’’’ Choice 1: She was sent back to jail. Choice 2: She stole money from a church. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The offender violated parole.,She was sent back to jail.,She stole money from a church.,effect,-0.16193923354148865,0.16650047898292542,1,0.32843971252441406,0.16650047898292542
"Consider the following example: ‘‘‘The pair of students came under scrutiny by the teacher.’’’ Choice 1: The students both received excellent grades. Choice 2: Their responses on the assignment were identical. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The pair of students came under scrutiny by the teacher.,The students both received excellent grades.,Their responses on the assignment were identical.,cause,0.040220946073532104,-0.212803915143013,2,0.2530248612165451,0.212803915143013
